State_x,County,State,Population,Household Income,Poverty Rate,Unemployment Rate
1,Elmore County, Alabama,80957,53398,13.45529108,3.327692479
1,Escambia County, Alabama,37875,32334,23.48250825,5.684488449
1,Etowah County, Alabama,103363,40478,18.10415719,3.712160057
1,Fayette County, Alabama,16783,36205,17.05892868,3.563129357
1,Franklin County, Alabama,31573,36138,22.01564628,4.190289171
1,Geneva County, Alabama,26765,36519,22.45843452,4.390061648
1,Greene County, Alabama,8587,21339,37.64993595,6.067311052
1,Hale County, Alabama,15159,33351,25.45022759,4.558348176
1,Henry County, Alabama,17187,41045,15.04625589,3.33973352
1,Houston County, Alabama,103891,41945,18.68785554,3.700994311
1,Jackson County, Alabama,52608,38422,18.59032847,3.754181873
1,Jefferson County, Alabama,659096,47220,17.71365628,4.040686031
1,Lamar County, Alabama,14066,34298,23.61723304,3.853263188
1,Lauderdale County, Alabama,92641,43657,17.85170713,3.507086495
1,Lawrence County, Alabama,33433,42339,18.09589328,3.424759968
1,Lee County, Alabama,153947,45056,22.14073675,2.974400281
1,Limestone County, Alabama,90257,51115,13.61667239,3.660657899
1,Lowndes County, Alabama,10565,27914,28.44297208,4.713677236
1,Macon County, Alabama,19684,32390,22.56655151,6.827880512
1,Madison County, Alabama,349973,60150,12.9401411,3.788006503
1,Marengo County, Alabama,20066,30713,27.42948271,5.417123492
1,Marion County, Alabama,30239,34074,18.21819505,3.217698998
1,Marshall County, Alabama,94534,39831,20.24456809,3.136437684
1,Mobile County, Alabama,414291,44263,18.98013715,3.948432382
1,Monroe County, Alabama,21975,28182,31.72696246,8.227531286
1,Montgomery County, Alabama,227392,45358,20.66123698,4.098649029
1,Morgan County, Alabama,119555,46883,16.036134,4.152063904
1,Perry County, Alabama,9856,24912,36.57670455,3.439529221
1,Pickens County, Alabama,20042,31679,22.82706317,4.8298573
1,Pike County, Alabama,33277,33193,24.26300448,4.645851489
1,Randolph County, Alabama,22615,37496,20.08401503,3.250055273
1,Russell County, Alabama,58636,38400,21.18664302,4.152738932
1,St. Clair County, Alabama,86576,54042,13.37784143,3.033173166
1,Shelby County, Alabama,205951,72310,8.364611,2.416108686
1,Sumter County, Alabama,13285,20428,34.49002635,5.886337975
1,Talladega County, Alabama,81057,37923,19.88600614,5.211147711
1,Tallapoosa County, Alabama,40958,39395,23.02602666,4.006543288
1,Tuscaloosa County, Alabama,202471,48022,17.02466032,3.3496155
1,Walker County, Alabama,65593,37025,21.60901316,4.479136493
1,Washington County, Alabama,16909,40293,21.20172689,6.422615175
1,Wilcox County, Alabama,11119,24442,33.88793956,6.862127889
1,Winston County, Alabama,24013,33896,20.12659809,3.560571357
2,Aleutians East Borough, Alaska,3299,65926,15.45923007,2.000606244
2,Aleutians West Census Area, Alaska,5714,86964,7.455372769,0.787539377
2,Anchorage Municipality, Alaska,299321,80862,7.901884599,3.293120095
2,Bethel Census Area, Alaska,17885,53296,25.82611127,8.051439754
2,Bristol Bay Borough, Alaska,942,88000,7.112526539,3.397027601
2,Denali Borough, Alaska,2125,81302,10.96470588,0.752941176
2,Dillingham Census Area, Alaska,4980,56055,16.36546185,4.919678715
2,Fairbanks North Star Borough, Alaska,100150,73831,7.432850724,4.337493759
2,Haines Borough, Alaska,2528,53125,5.221518987,2.136075949
2,Hoonah-Angoon Census Area, Alaska,2107,54091,12.33981965,5.647840532
2,Juneau City and Borough, Alaska,32524,87436,7.271553314,2.856352232
2,Kenai Peninsula Borough, Alaska,57637,64891,10.71360411,4.252476708
2,Ketchikan Gateway Borough, Alaska,13715,64162,10.59423988,4.075829384
2,Kodiak Island Borough, Alaska,13918,73068,8.959620635,1.954303779
2,Kusilvak Census Area, Alaska,7993,38160,35.80633054,9.670962092
2,Lake and Peninsula Borough, Alaska,1411,43864,18.63926293,5.811481219
2,Matanuska-Susitna Borough, Alaska,98679,73908,9.475166955,4.657525917
2,Nome Census Area, Alaska,9879,51563,26.24759591,7.672841381
2,North Slope Borough, Alaska,9681,72027,11.05257721,6.166718314
2,Northwest Arctic Borough, Alaska,7723,61341,24.26518192,9.698303768
2,Petersburg Borough, Alaska,3196,63940,9.198998748,3.16020025
2,Prince of Wales-Hyder Census Area, Alaska,6374,51887,14.71603389,6.887354879
2,Sitka City and Borough, Alaska,8921,70160,8.922766506,2.510929268
2,Skagway Municipality, Alaska,1014,64853,5.226824458,4.930966469
2,Southeast Fairbanks Census Area, Alaska,6970,63713,13.50071736,4.476327116
2,Valdez-Cordova Census Area, Alaska,9522,82511,8.422600294,4.683889939
2,Wrangell City and Borough, Alaska,2401,52986,9.87088713,3.540191587
2,Yakutat City and Borough, Alaska,646,66875,7.894736842,4.334365325
2,Yukon-Koyukuk Census Area, Alaska,5600,38451,23.28571429,8.392857143
4,Apache County, Arizona,72346,32460,35.46567882,4.738340751
4,Cochise County, Arizona,128177,45383,17.30731723,3.137848444
4,Coconino County, Arizona,138064,51106,20.42023989,4.243684089
4,Gila County, Arizona,53179,40593,20.86725963,4.676658079
4,Graham County, Arizona,37529,47422,19.7687122,5.395827227
4,Greenlee County, Arizona,9224,51813,13.18300087,3.761925412
4,La Paz County, Arizona,20304,36321,20.89736013,3.703703704
4,Maricopa County, Arizona,4088549,55676,16.30194477,3.343557825
4,Mohave County, Arizona,203629,39856,18.60442275,4.363327424
4,Navajo County, Arizona,108209,36868,29.1796431,6.80072822
4,Pima County, Arizona,1003338,46764,18.56792028,4.33134198
4,Pinal County, Arizona,397604,51190,15.45004577,3.689600708
4,Santa Cruz County, Arizona,46547,38941,21.66197607,4.036780029
4,Yavapai County, Arizona,218586,46638,14.41629382,3.536365549
4,Yuma County, Arizona,203292,41467,19.83845897,5.100053126
5,Arkansas County, Arkansas,18569,37330,19.31714147,4.340567613
5,Ashley County, Arkansas,20989,36352,19.68173805,4.259373958
5,Baxter County, Arkansas,40992,38115,13.66120219,2.478532397
5,Benton County, Arkansas,245231,59016,11.23919896,1.671077474
5,Boone County, Arkansas,37301,38664,17.18184499,3.763974156
5,Bradley County, Arkansas,11096,34665,28.50576784,4.488103821
5,Calhoun County, Arkansas,5210,35446,18.59884837,3.10940499
5,Union County, Arkansas,40334,39836,20.37982843,3.971835176
5,Van Buren County, Arkansas,16892,34576,18.25716315,4.410371774
5,Washington County, Arkansas,219930,45442,18.31128086,2.610830719
5,White County, Arkansas,78823,42197,16.7476498,2.740316913
5,Woodruff County, Arkansas,6873,30383,23.59959261,5.194238324
5,Yell County, Arkansas,21716,39323,17.21311475,2.942530853
6,Alameda County, California,1605217,79831,11.8108642,3.820480346
6,Alpine County, California,1184,62375,18.66554054,4.64527027
6,Amador County, California,36963,57032,9.96672348,4.536969402
6,Butte County, California,223877,44366,20.75068006,4.883485128
6,Calaveras County, California,44787,53502,12.59517271,3.925246165
6,Colusa County, California,21361,54946,13.38420486,4.07752446
6,Contra Costa County, California,1107925,82881,10.10194733,3.914885935
6,Del Norte County, California,27628,42363,18.89025626,3.767916606
6,El Dorado County, California,183000,72586,9.748087432,4.648087432
6,Fresno County, California,963160,45963,26.46206238,5.3446987
6,Glenn County, California,27976,41699,19.93851873,4.189305119
6,Humboldt County, California,135182,42685,20.44724889,4.60712225
6,Imperial County, California,178807,42560,22.6792016,6.737991242
6,Inyo County, California,18326,47278,10.39506712,3.028484121
6,Kern County, California,871337,49788,22.30526191,5.147032664
6,Kings County, California,150261,47241,19.07414432,4.585354816
6,Lake County, California,64076,36132,24.2852238,5.546538486
6,Lassen County, California,31945,51457,11.13789325,2.948818281
6,Los Angeles County, California,10057155,57952,17.54055695,4.579476005
6,Madera County, California,153366,45742,20.89315754,3.176714526
6,Marin County, California,259358,100310,7.882926303,2.707068993
6,Mariposa County, California,17645,49265,16.14621706,4.420515727
6,Mendocino County, California,87409,43510,19.86751936,5.177956503
6,Merced County, California,265001,44397,23.64557115,6.846389259
6,Modoc County, California,9033,41194,16.41757998,2.867264475
6,Mono County, California,14051,58937,8.696889901,4.732759234
6,Monterey County, California,430201,60889,15.40884377,3.088788729
6,Napa County, California,140823,74609,8.582404863,3.486646357
6,Nevada County, California,98639,57429,11.99829682,4.022749622
6,Orange County, California,3132211,78145,12.30938784,3.547206749
6,Placer County, California,370571,76926,8.616972186,3.395300766
6,Plumas County, California,18754,50125,12.50933134,5.209555295
6,Riverside County, California,2323892,57972,16.20940216,5.205061165
6,Sacramento County, California,1479300,57509,17.63516528,5.004055972
6,San Benito County, California,58051,73814,10.72160686,5.531343129
6,San Bernardino County, California,2106754,54469,18.61607952,4.958908349
6,San Diego County, California,3253356,66529,13.6481836,3.903353952
6,San Francisco County, California,850282,87701,12.25240567,3.790977582
6,San Joaquin County, California,714860,55045,17.42816775,5.44917886
6,San Luis Obispo County, California,278680,64014,13.35151428,2.683723267
6,San Mateo County, California,754748,98546,7.617111937,3.105539862
6,Santa Barbara County, California,439395,65161,15.22092878,3.664356672
6,Santa Clara County, California,1885056,101173,9.135696764,3.500214317
6,Santa Cruz County, California,270931,70088,14.47268862,3.824220927
6,Shasta County, California,179228,45582,17.26571741,3.753877742
6,Sierra County, California,2931,43984,11.22483794,1.705902422
6,Siskiyou County, California,43668,38524,21.81002107,4.948703856
6,Solano County, California,429596,69227,12.39885846,4.969087235
6,Sonoma County, California,497776,66833,11.06823149,3.675749735
6,Stanislaus County, California,530561,51591,18.04486195,6.391913465
6,Sutter County, California,95406,52943,17.3311951,5.068863593
6,Tehama County, California,63015,40687,21.20606205,5.300325319
6,Trinity County, California,13180,35270,19.77996965,3.990895296
6,Tulare County, California,455769,42789,27.89351623,4.443917862
6,Tuolumne County, California,53864,50731,13.32244171,4.771275806
6,Ventura County, California,843110,78593,10.49519043,3.872685652
6,Yolo County, California,209671,57663,18.55192182,3.865579885
6,Yuba County, California,73897,48739,20.40678241,5.172063819
8,Adams County, Colorado,479977,61444,12.76415328,3.235155018
8,Alamosa County, Colorado,16353,32385,29.2668012,3.69962698
8,Arapahoe County, Colorado,617668,66288,10.58546015,3.338848702
8,Archuleta County, Colorado,12355,45607,11.0805342,3.38324565
8,Baca County, Colorado,3648,37477,17.37938596,1.754385965
8,Bent County, Colorado,5816,34773,16.21389271,1.960110041
8,Boulder County, Colorado,313961,72282,12.97358589,3.185746
8,Broomfield County, Colorado,62449,83334,5.871991545,2.541273679
8,Chaffee County, Colorado,18507,50993,9.03982277,1.799319177
8,Cheyenne County, Colorado,2071,54375,11.05746016,4.490584259
8,Clear Creek County, Colorado,9238,68250,7.328426066,2.57631522
8,Conejos County, Colorado,8213,34630,21.97735298,4.018020212
8,Costilla County, Colorado,3590,26610,30.4178273,4.233983287
8,Crowley County, Colorado,5537,31719,26.71121546,10.2582626
8,Custer County, Colorado,4375,38605,17.64571429,3.68
8,Delta County, Colorado,30221,42011,16.18080143,3.778829291
8,Denver County, Colorado,663303,56258,16.09294696,3.092704239
8,Dolores County, Colorado,1789,32240,19.34041364,1.565120179
8,Douglas County, Colorado,314238,105759,3.75734316,1.949159554
8,Eagle County, Colorado,52894,78763,8.010360343,1.924603925
8,Elbert County, Colorado,24225,87288,5.040247678,3.075335397
8,El Paso County, Colorado,665171,60219,10.97642561,3.574118535
8,Fremont County, Colorado,46835,42308,12.83655386,2.660403544
8,Garfield County, Colorado,57495,61300,10.91225324,3.436820593
8,Gilpin County, Colorado,5708,67544,6.86755431,2.242466713
8,Grand County, Colorado,14490,67623,10.51069703,3.574879227
8,Gunnison County, Colorado,15889,50746,14.59500283,4.380388948
8,Hinsdale County, Colorado,856,51250,11.21495327,2.570093458
8,Huerfano County, Colorado,6521,33257,16.65388744,5.321269744
8,Jackson County, Colorado,1306,45053,13.70597243,0.995405819
8,Jefferson County, Colorado,558810,72017,7.986435461,2.925144503
8,Kiowa County, Colorado,1465,38385,10.51194539,1.979522184
8,Kit Carson County, Colorado,8174,44449,12.63763151,2.410080744
8,Lake County, Colorado,7401,46928,11.29577084,3.621132279
8,La Plata County, Colorado,53994,61910,10.31410898,2.826239953
8,Larimer County, Colorado,325228,61942,12.80332567,3.319517385
8,Las Animas County, Colorado,14322,42808,13.44784248,3.69361821
8,Lincoln County, Colorado,5515,40438,10.82502267,1.087941976
8,Logan County, Colorado,21862,43340,15.52465465,3.572408746
8,Mesa County, Colorado,148166,50070,15.95035298,4.399794825
8,Mineral County, Colorado,793,49125,8.196721311,0.882723834
8,Moffat County, Colorado,13034,53664,10.88691116,2.317017032
8,Montezuma County, Colorado,26006,41622,18.49957702,2.976236253
8,Montrose County, Colorado,40866,43890,17.80942593,3.915235159
8,Morgan County, Colorado,28288,49495,10.55571267,2.722002262
8,Otero County, Colorado,18440,34477,22.52711497,4.430585683
8,Ouray County, Colorado,4651,62800,9.137819824,3.504622662
8,Park County, Colorado,16440,61675,6.216545012,2.427007299
8,Phillips County, Colorado,4347,46955,11.70922475,1.311249137
8,Pitkin County, Colorado,17543,69789,8.590320926,3.625377644
8,Prowers County, Colorado,12121,41037,19.98184968,5.23884168
8,Pueblo County, Colorado,162158,42000,19.67648836,4.344528176
8,Rio Blanco County, Colorado,6658,56771,11.835386,2.222889757
8,Rio Grande County, Colorado,11623,40177,18.70429321,4.336229889
8,Routt County, Colorado,23980,63505,10.04170142,2.547956631
8,Saguache County, Colorado,6255,32457,22.52597922,3.261390887
8,San Juan County, Colorado,552,41250,3.804347826,7.246376812
8,San Miguel County, Colorado,7767,58170,11.88361015,2.677996653
8,Sedgwick County, Colorado,2367,46977,14.4486692,3.971271652
8,Summit County, Colorado,29269,70192,12.0332092,2.842597971
8,Teller County, Colorado,23472,63723,7.464212679,3.894001363
8,Washington County, Colorado,4814,46315,10.98878272,1.869547154
8,Weld County, Colorado,278065,62820,12.24533832,3.084530595
8,Yuma County, Colorado,10150,42026,14.37438424,1.073891626
9,Fairfield County, Connecticut,941618,86670,8.660943185,4.452017697
9,Hartford County, Connecticut,895699,68027,11.25712991,4.435976818
9,Litchfield County, Connecticut,185141,73519,6.862877483,3.810609211
9,Middlesex County, Connecticut,164438,79837,6.806820808,2.985927827
9,New Haven County, Connecticut,860874,62715,12.40553205,4.57569865
9,New London County, Connecticut,272033,67574,9.427165087,4.124867204
9,Tolland County, Connecticut,151689,80129,6.080203574,3.547389725
9,Windham County, Connecticut,117078,60689,10.69201729,4.606330822
10,Kent County, Delaware,171474,55184,12.75178744,3.846647305
10,New Castle County, Delaware,551997,66283,11.01763234,3.630997995
10,Sussex County, Delaware,211224,54218,12.67138204,3.328220278
11,District of Columbia, District of Columbia,659009,72935,17.00432012,5.056987082
12,Alachua County, Florida,256581,44702,22.75577693,3.457777466
12,Baker County, Florida,27312,53327,16.55682484,2.775336848
12,Bay County, Florida,178361,48577,15.34135826,3.604487528
12,Bradford County, Florida,26919,43373,16.93599316,4.019465805
12,Brevard County, Florida,560683,49914,13.79692268,4.265868592
12,Broward County, Florida,1863780,52954,14.24637028,4.661333419
12,Calhoun County, Florida,14550,37089,11.15463918,3.553264605
12,Charlotte County, Florida,169642,44865,12.09075583,3.789745464
12,Citrus County, Florida,140453,39054,17.37876727,4.13447915
12,Clay County, Florida,200346,59179,10.10402005,4.337496132
12,Collier County, Florida,348236,59783,13.0299567,2.855534752
12,Columbia County, Florida,68198,42848,17.9316109,4.926830699
12,DeSoto County, Florida,35134,35513,28.23475835,3.221950248
12,Dixie County, Florida,16084,34634,19.32976871,1.734643124
12,Duval County, Florida,900890,49196,16.23416843,4.374229928
12,Escambia County, Florida,309574,46117,13.78410332,3.842376944
12,Flagler County, Florida,102917,48898,13.07169855,3.030597472
12,Franklin County, Florida,11705,40301,17.59931653,3.733447245
12,Gadsden County, Florida,46153,38533,23.92477195,3.746235348
12,Gilchrist County, Florida,17033,40881,21.89866729,3.968766512
12,Glades County, Florida,13420,34143,18.62891207,4.128166915
12,Gulf County, Florida,15851,40822,13.04649549,3.595987635
12,Hamilton County, Florida,14362,38980,20.63083136,4.400501323
12,Hardee County, Florida,27302,36222,24.59893048,4.409933338
12,Hendry County, Florida,38376,37552,25.47425474,4.502814259
12,Hernando County, Florida,176797,42274,15.37073593,4.325299637
12,Highlands County, Florida,98862,35865,19.10643119,4.466832554
12,Hillsborough County, Florida,1323059,51681,16.14183494,4.062781781
12,Holmes County, Florida,19569,37437,23.35837294,4.946599213
12,Indian River County, Florida,145342,47446,13.96843308,4.274057052
12,Jackson County, Florida,48721,35470,19.13959073,4.577081751
12,Jefferson County, Florida,14082,41696,12.95980685,3.160062491
12,Lafayette County, Florida,8742,36236,14.55044612,5.159002517
12,Lake County, Florida,317586,47141,13.33245168,3.542032709
12,Lee County, Florida,680970,50390,15.30449212,3.724686844
12,Leon County, Florida,284788,48248,20.41799514,5.283228226
12,Levy County, Florida,39707,35480,21.78960889,3.976628806
12,Liberty County, Florida,8285,37917,13.84429692,3.343391672
12,Madison County, Florida,18560,29806,25.33943966,4.601293103
12,Manatee County, Florida,353411,51483,14.17443147,3.340869413
12,Marion County, Florida,340341,40295,17.7075345,3.914015649
12,Martin County, Florida,153592,52622,11.56180009,3.738475962
12,Miami-Dade County, Florida,2664418,44224,19.59688758,4.32627313
12,Monroe County, Florida,77150,60303,12.72197019,2.661049903
12,Nassau County, Florida,77187,59196,12.56947413,3.501885032
12,Okaloosa County, Florida,195798,57655,11.65537952,3.006159409
12,Okeechobee County, Florida,39420,36415,23.09741248,4.32014206
12,Orange County, Florida,1256055,49391,16.8866013,4.337787756
12,Osceola County, Florida,311962,45536,19.31100583,4.000807791
12,Palm Beach County, Florida,1398757,55277,13.66977967,4.082624788
12,Pasco County, Florida,488310,46010,13.33189982,3.548360673
12,Pinellas County, Florida,939548,47090,13.91381813,3.628872607
12,Polk County, Florida,637691,44146,17.28501735,4.1855695
12,Putnam County, Florida,72304,33003,26.44390352,4.442354503
12,St. Johns County, Florida,218362,69523,8.871506947,2.927707202
12,St. Lucie County, Florida,293136,44140,17.72044375,4.371690956
12,Santa Rosa County, Florida,163903,60652,11.79417094,3.187250996
12,Sarasota County, Florida,398011,52796,10.87432257,3.02931326
12,Seminole County, Florida,442905,58538,11.97209334,4.241767422
12,Sumter County, Florida,113589,52594,9.105635229,1.758092773
12,Suwannee County, Florida,43653,37796,21.84500493,4.219641262
12,Taylor County, Florida,22582,36195,12.16012754,2.621556992
12,Union County, Florida,15159,37778,14.72392638,3.060887921
12,Volusia County, Florida,510806,42240,16.37803785,3.402661676
12,Wakulla County, Florida,31314,54078,12.67803538,3.26371591
12,Walton County, Florida,61528,46910,16.83298661,3.374073593
12,Washington County, Florida,24627,38330,18.40256629,3.849433549
13,Appling County, Georgia,18410,37388,20.06518197,3.481803368
13,Atkinson County, Georgia,8268,31296,27.45524915,2.588292211
13,Bacon County, Georgia,11251,37303,17.32290463,2.177584215
13,Baker County, Georgia,3250,45903,15.66153846,1.384615385
13,Baldwin County, Georgia,45808,34595,27.29435906,3.344393992
13,Banks County, Georgia,18336,40721,15.47229494,3.490401396
13,Barrow County, Georgia,73340,53133,14.38232888,4.17916553
13,Bartow County, Georgia,101942,50565,14.61517333,3.67660042
13,Ben Hill County, Georgia,17405,29510,34.17408791,2.723355358
13,Berrien County, Georgia,18986,35740,25.33972401,4.19782998
13,Bibb County, Georgia,154194,37108,26.63852031,5.006679897
13,Bleckley County, Georgia,12835,37060,20.20257109,2.306194001
13,Brantley County, Georgia,18403,36837,20.89876651,3.580937891
13,Brooks County, Georgia,15645,34547,24.41035475,8.008948546
13,Bryan County, Georgia,34104,65862,13.22132301,4.483345062
13,Bulloch County, Georgia,73141,37125,28.60502317,4.696408307
13,Burke County, Georgia,22838,34589,30.04641387,2.968736317
13,Butts County, Georgia,23479,40753,18.12257762,3.377486264
13,Calhoun County, Georgia,6443,28200,23.11035232,4.376843086
13,Camden County, Georgia,52092,53327,13.49343469,4.090839284
13,Candler County, Georgia,10962,33379,28.7812443,2.992154716
13,Carroll County, Georgia,113756,45486,18.59857942,5.15313478
13,Catoosa County, Georgia,65645,52265,11.72975855,3.678878818
13,Charlton County, Georgia,12968,43871,18.66132017,4.942936459
13,Chatham County, Georgia,282613,49596,17.17896912,4.678482589
13,Chattahoochee County, Georgia,11882,43929,9.8804915,3.728328564
13,Chattooga County, Georgia,25046,35245,20.68993053,4.056535974
13,Cherokee County, Georgia,230629,72586,9.925464707,2.883852421
13,Clarke County, Georgia,122037,33116,32.2254726,4.322459582
13,Clay County, Georgia,3068,22120,39.08083442,6.290743155
13,Clayton County, Georgia,270269,42470,23.80073186,6.026588325
13,Clinch County, Georgia,6814,24848,34.75198122,4.211916642
13,Cobb County, Georgia,728388,68818,11.46078738,3.746217675
13,Coffee County, Georgia,43042,34536,22.34561591,2.89020027
13,Colquitt County, Georgia,46002,33968,24.57501848,3.338985262
13,Columbia County, Georgia,139904,71962,9.452910567,3.224353843
13,Cook County, Georgia,17103,35199,25.89604163,2.332924048
13,Coweta County, Georgia,135625,65244,11.89898618,3.340829493
13,Crawford County, Georgia,12483,40459,18.76952656,4.101578146
13,Crisp County, Georgia,23061,31672,32.25792463,6.15324574
13,Dade County, Georgia,16356,43463,15.29713866,2.94693079
13,Dawson County, Georgia,22939,59265,13.20022669,3.62265138
13,Decatur County, Georgia,27237,33514,25.27811433,2.592062268
13,DeKalb County, Georgia,723902,52623,18.6254493,5.284416951
13,Dodge County, Georgia,20995,35544,20.09526078,4.372469636
13,Dooly County, Georgia,14089,33319,21.38547803,3.797288665
13,Dougherty County, Georgia,92326,33605,29.22470377,7.668479085
13,Douglas County, Georgia,138283,57384,15.04523333,4.63180579
13,Early County, Georgia,10480,28599,30.6870229,3.072519084
13,Echols County, Georgia,4025,35354,30.16149068,3.254658385
13,Effingham County, Georgia,55852,62820,10.71582038,2.96139798
13,Elbert County, Georgia,19394,35739,19.42868929,3.423739301
13,Emanuel County, Georgia,22723,31522,28.45134885,4.682480306
13,Evans County, Georgia,10733,40594,24.90450014,3.400726731
13,Fannin County, Georgia,24017,39011,17.74576342,3.822292543
13,Fayette County, Georgia,109495,81689,7.099867574,3.149002238
13,Floyd County, Georgia,96199,42955,18.91079949,4.28694685
13,Forsyth County, Georgia,203841,91842,6.389293616,2.458288568
13,Franklin County, Georgia,22188,37298,24.45466018,3.114296016
13,Fulton County, Georgia,996757,58851,16.42065218,4.752913699
